27,19
70,65
12,21
95,90
88,32
56,78
62,81
8,5
85,17
36,78
94,2
55,53
23,72
90,13
18,9
57,44
7,11
79,70
92,69
25,59
15,91
17,17
93,21
16,60
43,65
4,9
53,63
99,90
84,56
66,28
96,18
48,80
31,80
53,59
12,91
50,92
92,68
90,90
13,75
76,15
21,48
96,47
58,51
30,72
25,72
72,18
97,20
92,8
72,91
44,15
39,96
23,42
87,23
47,11
18,18
31,68
98,9
74,86
81,20
84,33
22,10
41,6
20,59
71,71
1,53
12,5
8,6
62,78
98,81
89,77
26,10
52,8
11,84
2,86
76,6
4,4
3,70
26,18
50,90
7,30
1,65
83,81
25,31
89,56
13,47
100,18
71,27
10,39
55,8
82,24
60,52
32,70
5,68
33,33
81,72
26,13
78,24
99,57
70,50
78,26
83,26
47,94
13,8
29,59
70,11
97,47
39,16
49,8
34,6
67,9
83,20
71,63
85,17
69,45
76,96
41,37
24,97
18,58
20,76
64,7
27,61
69,97
25,48
80,14
88,50
40,63
79,57
24,47
89,36
65,92
93,1
24,60
35,26
81,4
30,73
80,19
81,41
95,4
1,9
31,18
76,41
5,87
81,62
19,88
8,41
48,100
19,46
4,83
35,95
47,17
50,47
15,5
50,13
53,62
25,9
43,73
72,46
14,83
88,41
72,96
82,20
53,39
2,79
68,30
79,2
4,78
80,44
79,90
47,9
12,44
58,44
48,59
54,26
72,53
34,55
65,48
66,56
67,92
21,79
51,15
88,72
68,1
27,84
80,70
3,51
92,75
81,15
8,17
36,40
22,100
24,22
29,58
3,94
25,24
96,58
87,41
59,45
41,26
35,8
81,78
6,15
99,40
26,46
57,95
33,60
4,56
61,58
37,92
46,4
60,26
51,70
84,53
8,69
72,34
55,59
34,48
37,9
49,15
86,84
44,56
18,42
94,75
5,29
88,7
87,7
1,7
17,19
32,12
58,79
45,76
58,26
100,38
29,49
2,43
10,5
56,57
21,3
11,39
94,42
24,59
20,20
57,5
46,14
31,45
67,25
92,22
18,75
98,16
90,60
48,83
21,23
1,41
92,44
80,45
38,41
40,41
62,3
92,94
5,61
5,76
5,34
73,20
28,97
64,18
87,52
57,23
96,96
95,88
57,78
62,98
32,45
92,42
51,86
65,59
90,33
51,97
10,24
94,15
51,12
45,80
29,42
81,81
83,16
82,99
27,78
11,44
58,49
35,59
42,24
71,30
46,5
92,28
79,1
38,86
52,83
43,7
3,57
41,64
96,38
29,58
63,45
22,45
11,30
5,75
72,76
67,81
54,79
2,28
51,26
3,30
6,69
29,28
98,24
90,16
78,2
73,66
70,98
53,12
2,51
71,5
26,100
16,17
48,55
1,45
5,56
79,51
70,13
42,6
31,55
22,37
88,23
5,78
76,71
37,97
85,97
33,44
28,89
84,80
68,75
1,89
37,24
97,83
50,78
39,64
38,81
100,46
20,5
68,5
51,72
100,57
94,3
53,8
45,13
21,37
99,43
38,71
98,18
7,20
97,40
50,84
42,7
72,13
92,30
33,56
34,67
64,88
71,91
63,37
44,90
46,54
82,31
42,1
53,67
39,83
44,65
12,91
79,89
40,75
92,10
77,27
16,38
49,33
47,65
68,71
44,93
75,75
73,59
42,66
63,7
43,39
51,97
27,52
44,45
39,42
88,13
52,73
5,84
40,30
2,58
52,20
41,96
72,73
6,6
58,52
90,63
14,64
83,57
37,94
60,59
96,66
58,92
6,94
95,91
66,84
95,29
67,35
28,61
45,37
100,36
95,15
11,77
31,78
88,87
36,85
11,65
50,84
31,59
43,10
94,99
56,92
66,28
55,19
100,15
73,93
23,18
46,10
65,43
87,36
5,27
61,51
62,53
82,28
43,80
36,75
97,56
44,26
36,46
8,78
79,91
81,13
7,88
91,66
91,88
62,45
13,25
27,65
5,87
4,74
35,25
8,100
37,42
37,57
61,81
44,50
97,96
20,96
21,95
78,81
8,28
95,52
37,43
84,19
13,97
81,94
39,70
13,8
50,99
99,11
24,60
74,56
5,31
13,25
23,6
7,34
37,22
78,99
26,86
68,43
86,77
83,43
19,19
17,88
92,16
78,56
67,26
88,84
2,9
25,15
99,16
2,31
54,82
21,56
71,4
57,86
29,73
30,48
17,28
15,1
54,9
66,99
38,6
92,65
43,41
15,47
21,64
6,49
15,15
37,12
55,34
5,37
6,77
64,86
92,46
60,39
16,3
82,39
26,34
18,58
29,18
30,36
85,34
65,92
85,39
28,100
79,87
53,57
12,64
52,88
56,84
46,42
38,44
1,84
9,58
85,49
41,19
94,26
61,88
66,60
24,8
48,67
48,98
77,100
97,26
8,32
45,61
51,76
67,45
11,49
22,67
9,89
13,6
5,80
85,98
75,42
31,68
64,81
61,88
59,64
17,77
24,69
89,21
46,15
94,97
37,41
69,78
71,80
1,20
84,63
98,16
63,59
16,71
86,64
55,51
59,16
10,97
80,81
79,35
55,48
68,84
23,59
52,46
10,38
80,12
26,9
34,71
53,76
58,69
92,25
70,13
80,69
48,52
5,53
86,58
73,54
94,78
69,65
39,4
79,76
61,87
18,72
40,98
91,69
68,35
32,68
68,67
15,14
92,39
91,21
43,15
51,34
40,67
62,98
42,3
31,25
86,18
41,98
23,98
50,81
16,43
65,39
29,78
18,21
62,77
55,47
20,1
96,85
88,90
61,17
28,42
18,77
61,7
36,9
13,94
68,33
97,8
34,97
29,36
32,22
97,4
90,3
44,48
54,92
87,29
55,25
29,36
79,58
58,49
63,99
87,92
29,85
91,88
70,66
55,86
55,67
45,71
4,36
70,16
49,58
35,63
38,27
89,17
94,84
45,88
74,87
38,20
75,84
64,38
1,3
44,59
17,22
41,13
33,67
24,54
32,35
81,44
67,89
95,94
99,27
13,20
99,39
5,84
73,31
60,96
59,93
61,87
77,84
9,17
56,85
32,9
64,89
56,77
8,38
97,72
62,17
34,71
60,55
30,97
21,21
56,28
42,43
23,24
88,87
74,94
45,9
74,96
36,98
72,67
80,2
94,54
57,27
22,30
40,44
20,8
11,36
50,44
72,39
61,48
95,83
49,15
72,93
5,36
40,6
91,61
54,85
8,83
32,50
72,9
29,7
15,39
65,83
18,64
87,60
19,25
15,27
93,12
9,13
97,46
83,82
12,91
87,23
16,53
57,3
81,76
14,90
94,4
70,96
95,10
98,51
100,53
97,6
57,78
10,84
49,77
66,8
99,5
2,64
11,42
80,21
59,44
2,96
32,39
74,54
69,91
73,69
32,13
48,40
38,85
43,99
54,14
28,75
59,7
66,92
67,51
77,90
60,95
73,54
79,90
8,10
89,50
1,13
99,90
79,17
79,21
44,35
30,100
17,97
7,45
60,24
45,55
2,3
35,62
6,16
4,97
42,46
63,27
67,57
60,39
56,81
80,71
35,51
69,41
85,46
59,64
97,66
41,74
54,62
56,58
75,67
99,86
30,22
22,19
95,33
35,97
64,22
64,62
69,45
41,45
64,62
27,74
3,3
85,76
4,70
91,29
19,88
6,42
80,27
89,22
78,84
35,61
76,10
41,26
5,71
38,7
6,98
59,42
29,81
71,16
93,16
74,27
37,88
71,33
43,36
19,23
26,77
42,6
2,45
34,85
63,66
38,49
